iso,country,year,scenario,anomaly
ECU,Ecuador,2068,ssp245,2.033
ECU,Ecuador,2069,ssp245,2.05
ECU,Ecuador,2070,ssp245,2.067
ECU,Ecuador,2071,ssp245,2.083
ECU,Ecuador,2072,ssp245,2.1
ECU,Ecuador,2073,ssp245,2.117
ECU,Ecuador,2074,ssp245,2.133
ECU,Ecuador,2075,ssp245,2.15
ECU,Ecuador,2076,ssp245,2.167
ECU,Ecuador,2077,ssp245,2.183
ECU,Ecuador,2078,ssp245,2.2
ECU,Ecuador,2079,ssp245,2.217
ECU,Ecuador,2080,ssp245,2.233
ECU,Ecuador,2081,ssp245,2.25
ECU,Ecuador,2082,ssp245,2.267
ECU,Ecuador,2083,ssp245,2.283
ECU,Ecuador,2084,ssp245,2.3
ECU,Ecuador,2085,ssp245,2.317
ECU,Ecuador,2086,ssp245,2.333
ECU,Ecuador,2087,ssp245,2.35
ECU,Ecuador,2088,ssp245,2.367
ECU,Ecuador,2089,ssp245,2.383
ECU,Ecuador,2090,ssp245,2.4
ECU,Ecuador,2091,ssp245,2.4
ECU,Ecuador,2092,ssp245,2.4
ECU,Ecuador,2093,ssp245,2.4
ECU,Ecuador,2094,ssp245,2.4
ECU,Ecuador,2095,ssp245,2.4
ECU,Ecuador,2096,ssp245,2.4
ECU,Ecuador,2097,ssp245,2.4
ECU,Ecuador,2098,ssp245,2.4
ECU,Ecuador,2099,ssp245,2.4
ECU,Ecuador,2100,ssp245,2.4
ECU,Ecuador,2024,ssp585,1.2
ECU,Ecuador,2025,ssp585,1.25
ECU,Ecuador,2026,ssp585,1.3
ECU,Ecuador,2027,ssp585,1.35
ECU,Ecuador,2028,ssp585,1.4
ECU,Ecuador,2029,ssp585,1.45
ECU,Ecuador,2030,ssp585,1.5
ECU,Ecuador,2031,ssp585,1.542
ECU,Ecuador,2032,ssp585,1.583
ECU,Ecuador,2033,ssp585,1.625
ECU,Ecuador,2034,ssp585,1.667
ECU,Ecuador,2035,ssp585,1.708
ECU,Ecuador,2036,ssp585,1.75
ECU,Ecuador,2037,ssp585,1.792
ECU,Ecuador,2038,ssp585,1.833
ECU,Ecuador,2039,ssp585,1.875
ECU,Ecuador,2040,ssp585,1.917
ECU,Ecuador,2041,ssp585,1.958
ECU,Ecuador,2042,ssp585,2.0
ECU,Ecuador,2043,ssp585,2.042
ECU,Ecuador,2044,ssp585,2.083
ECU,Ecuador,2045,ssp585,2.125
ECU,Ecuador,2046,ssp585,2.167
ECU,Ecuador,2047,ssp585,2.208
ECU,Ecuador,2048,ssp585,2.25
ECU,Ecuador,2049,ssp585,2.292
ECU,Ecuador,2050,ssp585,2.333
ECU,Ecuador,2051,ssp585,2.375
ECU,Ecuador,2052,ssp585,2.417
ECU,Ecuador,2053,ssp585,2.458
ECU,Ecuador,2054,ssp585,2.5
ECU,Ecuador,2055,ssp585,2.542
ECU,Ecuador,2056,ssp585,2.583
ECU,Ecuador,2057,ssp585,2.625
ECU,Ecuador,2058,ssp585,2.667
ECU,Ecuador,2059,ssp585,2.708
ECU,Ecuador,2060,ssp585,2.75
ECU,Ecuador,2061,ssp585,2.792
ECU,Ecuador,2062,ssp585,2.833
ECU,Ecuador,2063,ssp585,2.875
ECU,Ecuador,2064,ssp585,2.917
ECU,Ecuador,2065,ssp585,2.958
ECU,Ecuador,2066,ssp585,3.0
ECU,Ecuador,2067,ssp585,3.042
ECU,Ecuador,2068,ssp585,3.083
ECU,Ecuador,2069,ssp585,3.125
ECU,Ecuador,2070,ssp585,3.167
ECU,Ecuador,2071,ssp585,3.208
ECU,Ecuador,2072,ssp585,3.25
ECU,Ecuador,2073,ssp585,3.292
ECU,Ecuador,2074,ssp585,3.333
ECU,Ecuador,2075,ssp585,3.375
ECU,Ecuador,2076,ssp585,3.417
ECU,Ecuador,2077,ssp585,3.458
ECU,Ecuador,2078,ssp585,3.5
ECU,Ecuador,2079,ssp585,3.542
ECU,Ecuador,2080,ssp585,3.583
ECU,Ecuador,2081,ssp585,3.625
ECU,Ecuador,2082,ssp585,3.667
ECU,Ecuador,2083,ssp585,3.708
ECU,Ecuador,2084,ssp585,3.75
ECU,Ecuador,2085,ssp585,3.792
ECU,Ecuador,2086,ssp585,3.833
ECU,Ecuador,2087,ssp585,3.875
ECU,Ecuador,2088,ssp585,3.917
ECU,Ecuador,2089,ssp585,3.958
ECU,Ecuador,2090,ssp585,4.0
ECU,Ecuador,2091,ssp585,4.0
ECU,Ecuador,2092,ssp585,4.0
ECU,Ecuador,2093,ssp585,4.0
ECU,Ecuador,2094,ssp585,4.0
ECU,Ecuador,2095,ssp585,4.0
ECU,Ecuador,2096,ssp585,4.0
ECU,Ecuador,2097,ssp585,4.0
ECU,Ecuador,2098,ssp585,4.0
ECU,Ecuador,2099,ssp585,4.0
ECU,Ecuador,2100,ssp585,4.0
PER,Peru,2024,ssp126,1.04
PER,Peru,2025,ssp126,1.083
PER,Peru,2026,ssp126,1.127
PER,Peru,2027,ssp126,1.17
PER,Peru,2028,ssp126,1.213
PER,Peru,2029,ssp126,1.257
PER,Peru,2030,ssp126,1.3
PER,Peru,2031,ssp126,1.303
PER,Peru,2032,ssp126,1.307
PER,Peru,2033,ssp126,1.31
PER,Peru,2034,ssp126,1.313
PER,Peru,2035,ssp126,1.317
PER,Peru,2036,ssp126,1.32
PER,Peru,2037,ssp126,1.323
PER,Peru,2038,ssp126,1.327
PER,Peru,2039,ssp126,1.33
PER,Peru,2040,ssp126,1.333
PER,Peru,2041,ssp126,1.337
PER,Peru,2042,ssp126,1.34
PER,Peru,2043,ssp126,1.343
PER,Peru,2044,ssp126,1.347
PER,Peru,2045,ssp126,1.35
PER,Peru,2046,ssp126,1.353
PER,Peru,2047,ssp126,1.357
PER,Peru,2048,ssp126,1.36
PER,Peru,2049,ssp126,1.363
PER,Peru,2050,ssp126,1.367
PER,Peru,2051,ssp126,1.37
PER,Peru,2052,ssp126,1.373
PER,Peru,2053,ssp126,1.377
PER,Peru,2054,ssp126,1.38
PER,Peru,2055,ssp126,1.383
PER,Peru,2056,ssp126,1.387
PER,Peru,2057,ssp126,1.39
PER,Peru,2058,ssp126,1.393
PER,Peru,2059,ssp126,1.397
PER,Peru,2060,ssp126,1.4
PER,Peru,2061,ssp126,1.403
PER,Peru,2062,ssp126,1.407
PER,Peru,2063,ssp126,1.41
PER,Peru,2064,ssp126,1.413
PER,Peru,2065,ssp126,1.417
PER,Peru,2066,ssp126,1.42
PER,Peru,2067,ssp126,1.423
PER,Peru,2068,ssp126,1.427
PER,Peru,2069,ssp126,1.43
PER,Peru,2070,ssp126,1.433
PER,Peru,2071,ssp126,1.437
PER,Peru,2072,ssp126,1.44
PER,Peru,2073,ssp126,1.443
PER,Peru,2074,ssp126,1.447
PER,Peru,2075,ssp126,1.45
PER,Peru,2076,ssp126,1.453
PER,Peru,2077,ssp126,1.457
PER,Peru,2078,ssp126,1.46
PER,Peru,2079,ssp126,1.463
PER,Peru,2080,ssp126,1.467
PER,Peru,2081,ssp126,1.47
PER,Peru,2082,ssp126,1.473
PER,Peru,2083,ssp126,1.477
PER,Peru,2084,ssp126,1.48
PER,Peru,2085,ssp126,1.483
PER,Peru,2086,ssp126,1.487
PER,Peru,2087,ssp126,1.49
PER,Peru,2088,ssp126,1.493
PER,Peru,2089,ssp126,1.497
PER,Peru,2090,ssp126,1.5
PER,Peru,2091,ssp126,1.5
PER,Peru,2092,ssp126,1.5
PER,Peru,2093,ssp126,1.5
PER,Peru,2094,ssp126,1.5
PER,Peru,2095,ssp126,1.5
PER,Peru,2096,ssp126,1.5
PER,Peru,2097,ssp126,1.5
PER,Peru,2098,ssp126,1.5
PER,Peru,2099,ssp126,1.5
PER,Peru,2100,ssp126,1.5
PER,Peru,2024,ssp245,1.12
PER,Peru,2025,ssp245,1.167
PER,Peru,2026,ssp245,1.213
PER,Peru,2027,ssp245,1.26
PER,Peru,2028,ssp245,1.307
PER,Peru,2029,ssp245,1.353
PER,Peru,2030,ssp245,1.4
PER,Peru,2031,ssp245,1.417
PER,Peru,2032,ssp245,1.433
PER,Peru,2033,ssp245,1.45
PER,Peru,2034,ssp245,1.467
PER,Peru,2035,ssp245,1.483
PER,Peru,2036,ssp245,1.5
PER,Peru,2037,ssp245,1.517
PER,Peru,2038,ssp245,1.533
PER,Peru,2039,ssp245,1.55
PER,Peru,2040,ssp245,1.567
PER,Peru,2041,ssp245,1.583
PER,Peru,2042,ssp245,1.6
PER,Peru,2043,ssp245,1.617
PER,Peru,2044,ssp245,1.633
PER,Peru,2045,ssp245,1.65
PER,Peru,2046,ssp245,1.667
PER,Peru,2047,ssp245,1.683
PER,Peru,2048,ssp245,1.7
PER,Peru,2049,ssp245,1.717
PER,Peru,2050,ssp245,1.733
PER,Peru,2051,ssp245,1.75
PER,Peru,2052,ssp245,1.767
PER,Peru,2053,ssp245,1.783
PER,Peru,2054,ssp245,1.8
PER,Peru,2055,ssp245,1.817
PER,Peru,2056,ssp245,1.833
PER,Peru,2057,ssp245,1.85
PER,Peru,2058,ssp245,1.867
PER,Peru,2059,ssp245,1.883
PER,Peru,2060,ssp245,1.9
PER,Peru,2061,ssp245,1.917
PER,Peru,2062,ssp245,1.933
PER,Peru,2063,ssp245,1.95
PER,Peru,2064,ssp245,1.967
PER,Peru,2065,ssp245,1.983
PER,Peru,2066,ssp245,2.0
PER,Peru,2067,ssp245,2.017
PER,Peru,2068,ssp245,2.033
PER,Peru,2069,ssp245,2.05
PER,Peru,2070,ssp245,2.067
PER,Peru,2071,ssp245,2.083
PER,Peru,2072,ssp245,2.1
PER,Peru,2073,ssp245,2.117
PER,Peru,2074,ssp245,2.133
PER,Peru,2075,ssp245,2.15
PER,Peru,2076,ssp245,2.167
PER,Peru,2077,ssp245,2.183
PER,Peru,2078,ssp245,2.2
PER,Peru,2079,ssp245,2.217
PER,Peru,2080,ssp245,2.233
PER,Peru,2081,ssp245,2.25
PER,Peru,2082,ssp245,2.267
PER,Peru,2083,ssp245,2.283
PER,Peru,2084,ssp245,2.3
PER,Peru,2085,ssp245,2.317
PER,Peru,2086,ssp245,2.333
PER,Peru,2087,ssp245,2.35
PER,Peru,2088,ssp245,2.367
PER,Peru,2089,ssp245,2.383
PER,Peru,2090,ssp245,2.4
PER,Peru,2091,ssp245,2.4
PER,Peru,2092,ssp245,2.4
PER,Peru,2093,ssp245,2.4
PER,Peru,2094,ssp245,2.4
PER,Peru,2095,ssp245,2.4
PER,Peru,2096,ssp245,2.4
PER,Peru,2097,ssp245,2.4
PER,Peru,2098,ssp245,2.4
PER,Peru,2099,ssp245,2.4
PER,Peru,2100,ssp245,2.4
PER,Peru,2024,ssp585,1.2
PER,Peru,2025,ssp585,1.25
PER,Peru,2026,ssp585,1.3
PER,Peru,2027,ssp585,1.35
PER,Peru,2028,ssp585,1.4
PER,Peru,2029,ssp585,1.45
PER,Peru,2030,ssp585,1.5
PER,Peru,2031,ssp585,1.542
PER,Peru,2032,ssp585,1.583
PER,Peru,2033,ssp585,1.625
PER,Peru,2034,ssp585,1.667
PER,Peru,2035,ssp585,1.708
PER,Peru,2036,ssp585,1.75
PER,Peru,2037,ssp585,1.792
PER,Peru,2038,ssp585,1.833
PER,Peru,2039,ssp585,1.875
PER,Peru,2040,ssp585,1.917
PER,Peru,2041,ssp585,1.958
PER,Peru,2042,ssp585,2.0
PER,Peru,2043,ssp585,2.042
PER,Peru,2044,ssp585,2.083
PER,Peru,2045,ssp585,2.125
PER,Peru,2046,ssp585,2.167
PER,Peru,2047,ssp585,2.208
PER,Peru,2048,ssp585,2.25
PER,Peru,2049,ssp585,2.292
PER,Peru,2050,ssp585,2.333
PER,Peru,2051,ssp585,2.375
PER,Peru,2052,ssp585,2.417
PER,Peru,2053,ssp585,2.458
PER,Peru,2054,ssp585,2.5
PER,Peru,2055,ssp585,2.542
PER,Peru,2056,ssp585,2.583
PER,Peru,2057,ssp585,2.625
PER,Peru,2058,ssp585,2.667
PER,Peru,2059,ssp585,2.708
PER,Peru,2060,ssp585,2.75
PER,Peru,2061,ssp585,2.792
PER,Peru,2062,ssp585,2.833
PER,Peru,2063,ssp585,2.875
PER,Peru,2064,ssp585,2.917
PER,Peru,2065,ssp585,2.958
PER,Peru,2066,ssp585,3.0
PER,Peru,2067,ssp585,3.042
PER,Peru,2068,ssp585,3.083
PER,Peru,2069,ssp585,3.125
PER,Peru,2070,ssp585,3.167
PER,Peru,2071,ssp585,3.208
PER,Peru,2072,ssp585,3.25
PER,Peru,2073,ssp585,3.292
PER,Peru,2074,ssp585,3.333
PER,Peru,2075,ssp585,3.375
PER,Peru,2076,ssp585,3.417
PER,Peru,2077,ssp585,3.458
PER,Peru,2078,ssp585,3.5
PER,Peru,2079,ssp585,3.542
PER,Peru,2080,ssp585,3.583
PER,Peru,2081,ssp585,3.625
PER,Peru,2082,ssp585,3.667
PER,Peru,2083,ssp585,3.708
PER,Peru,2084,ssp585,3.75
PER,Peru,2085,ssp585,3.792
PER,Peru,2086,ssp585,3.833
PER,Peru,2087,ssp585,3.875
PER,Peru,2088,ssp585,3.917
PER,Peru,2089,ssp585,3.958
PER,Peru,2090,ssp585,4.0
PER,Peru,2091,ssp585,4.0
PER,Peru,2092,ssp585,4.0
PER,Peru,2093,ssp585,4.0
PER,Peru,2094,ssp585,4.0
PER,Peru,2095,ssp585,4.0
PER,Peru,2096,ssp585,4.0
PER,Peru,2097,ssp585,4.0
PER,Peru,2098,ssp585,4.0
PER,Peru,2099,ssp585,4.0
PER,Peru,2100,ssp585,4.0
BOL,Bolivia,2024,ssp126,1.12
BOL,Bolivia,2025,ssp126,1.167
BOL,Bolivia,2026,ssp126,1.213
BOL,Bolivia,2027,ssp126,1.26
BOL,Bolivia,2028,ssp126,1.307
BOL,Bolivia,2029,ssp126,1.353
BOL,Bolivia,2030,ssp126,1.4
BOL,Bolivia,2031,ssp126,1.403
BOL,Bolivia,2032,ssp126,1.407
BOL,Bolivia,2033,ssp126,1.41
BOL,Bolivia,2034,ssp126,1.413
BOL,Bolivia,2035,ssp126,1.417
BOL,Bolivia,2036,ssp126,1.42
BOL,Bolivia,2037,ssp126,1.423
BOL,Bolivia,2038,ssp126,1.427
BOL,Bolivia,2039,ssp126,1.43
BOL,Bolivia,2040,ssp126,1.433
BOL,Bolivia,2041,ssp126,1.437
BOL,Bolivia,2042,ssp126,1.44
BOL,Bolivia,2043,ssp126,1.443
BOL,Bolivia,2044,ssp126,1.447
BOL,Bolivia,2045,ssp126,1.45
BOL,Bolivia,2046,ssp126,1.453
BOL,Bolivia,2047,ssp126,1.457
BOL,Bolivia,2048,ssp126,1.46
BOL,Bolivia,2049,ssp126,1.463
BOL,Bolivia,2050,ssp126,1.467
BOL,Bolivia,2051,ssp126,1.47
BOL,Bolivia,2052,ssp126,1.473
BOL,Bolivia,2053,ssp126,1.477
BOL,Bolivia,2054,ssp126,1.48
BOL,Bolivia,2055,ssp126,1.483
BOL,Bolivia,2056,ssp126,1.487
BOL,Bolivia,2057,ssp126,1.49
BOL,Bolivia,2058,ssp126,1.493
BOL,Bolivia,2059,ssp126,1.497
BOL,Bolivia,2060,ssp126,1.5
BOL,Bolivia,2061,ssp126,1.503
BOL,Bolivia,2062,ssp126,1.507
BOL,Bolivia,2063,ssp126,1.51
BOL,Bolivia,2064,ssp126,1.513
BOL,Bolivia,2065,ssp126,1.517
BOL,Bolivia,2066,ssp126,1.52
BOL,Bolivia,2067,ssp126,1.523
BOL,Bolivia,2068,ssp126,1.527
BOL,Bolivia,2069,ssp126,1.53
BOL,Bolivia,2070,ssp126,1.533
BOL,Bolivia,2071,ssp126,1.537
BOL,Bolivia,2072,ssp126,1.54
BOL,Bolivia,2073,ssp126,1.543
BOL,Bolivia,2074,ssp126,1.547
BOL,Bolivia,2075,ssp126,1.55
BOL,Bolivia,2076,ssp126,1.553
BOL,Bolivia,2077,ssp126,1.557
BOL,Bolivia,2078,ssp126,1.56
BOL,Bolivia,2079,ssp126,1.563
BOL,Bolivia,2080,ssp126,1.567
BOL,Bolivia,2081,ssp126,1.57
BOL,Bolivia,2082,ssp126,1.573
BOL,Bolivia,2083,ssp126,1.577
BOL,Bolivia,2084,ssp126,1.58
BOL,Bolivia,2085,ssp126,1.583
BOL,Bolivia,2086,ssp126,1.587
BOL,Bolivia,2087,ssp126,1.59
BOL,Bolivia,2088,ssp126,1.593
BOL,Bolivia,2089,ssp126,1.597
BOL,Bolivia,2090,ssp126,1.6
BOL,Bolivia,2091,ssp126,1.6
BOL,Bolivia,2092,ssp126,1.6
BOL,Bolivia,2093,ssp126,1.6
BOL,Bolivia,2094,ssp126,1.6
BOL,Bolivia,2095,ssp126,1.6
BOL,Bolivia,2096,ssp126,1.6
BOL,Bolivia,2097,ssp126,1.6
BOL,Bolivia,2098,ssp126,1.6
BOL,Bolivia,2099,ssp126,1.6
BOL,Bolivia,2100,ssp126,1.6
BOL,Bolivia,2024,ssp245,1.2
BOL,Bolivia,2025,ssp245,1.25
BOL,Bolivia,2026,ssp245,1.3
BOL,Bolivia,2027,ssp245,1.35
BOL,Bolivia,2028,ssp245,1.4
BOL,Bolivia,2029,ssp245,1.45
BOL,Bolivia,2030,ssp245,1.5
BOL,Bolivia,2031,ssp245,1.518
BOL,Bolivia,2032,ssp245,1.537
BOL,Bolivia,2033,ssp245,1.555
BOL,Bolivia,2034,ssp245,1.573
BOL,Bolivia,2035,ssp245,1.592
BOL,Bolivia,2036,ssp245,1.61
BOL,Bolivia,2037,ssp245,1.628
BOL,Bolivia,2038,ssp245,1.647
BOL,Bolivia,2039,ssp245,1.665
BOL,Bolivia,2040,ssp245,1.683
BOL,Bolivia,2041,ssp245,1.702
BOL,Bolivia,2042,ssp245,1.72
BOL,Bolivia,2043,ssp245,1.738
BOL,Bolivia,2044,ssp245,1.757
BOL,Bolivia,2045,ssp245,1.775
BOL,Bolivia,2046,ssp245,1.793
BOL,Bolivia,2047,ssp245,1.812
BOL,Bolivia,2048,ssp245,1.83
BOL,Bolivia,2049,ssp245,1.848
BOL,Bolivia,2050,ssp245,1.867
BOL,Bolivia,2051,ssp245,1.885
BOL,Bolivia,2052,ssp245,1.903
BOL,Bolivia,2053,ssp245,1.922
BOL,Bolivia,2054,ssp245,1.94
BOL,Bolivia,2055,ssp245,1.958
BOL,Bolivia,2056,ssp245,1.977
BOL,Bolivia,2057,ssp245,1.995
BOL,Bolivia,2058,ssp245,2.013
BOL,Bolivia,2059,ssp245,2.032
BOL,Bolivia,2060,ssp245,2.05
BOL,Bolivia,2061,ssp245,2.068
BOL,Bolivia,2062,ssp245,2.087
BOL,Bolivia,2063,ssp245,2.105
BOL,Bolivia,2064,ssp245,2.123
BOL,Bolivia,2065,ssp245,2.142
BOL,Bolivia,2066,ssp245,2.16
BOL,Bolivia,2067,ssp245,2.178
BOL,Bolivia,2068,ssp245,2.197
BOL,Bolivia,2069,ssp245,2.215
BOL,Bolivia,2070,ssp245,2.233
BOL,Bolivia,2071,ssp245,2.252
BOL,Bolivia,2072,ssp245,2.27
BOL,Bolivia,2073,ssp245,2.288
BOL,Bolivia,2074,ssp245,2.307
BOL,Bolivia,2075,ssp245,2.325
BOL,Bolivia,2076,ssp245,2.343
BOL,Bolivia,2077,ssp245,2.362
BOL,Bolivia,2078,ssp245,2.38
BOL,Bolivia,2079,ssp245,2.398
BOL,Bolivia,2080,ssp245,2.417
BOL,Bolivia,2081,ssp245,2.435
BOL,Bolivia,2082,ssp245,2.453
BOL,Bolivia,2083,ssp245,2.472
BOL,Bolivia,2084,ssp245,2.49
BOL,Bolivia,2085,ssp245,2.508
BOL,Bolivia,2086,ssp245,2.527
BOL,Bolivia,2087,ssp245,2.545
BOL,Bolivia,2088,ssp245,2.563
BOL,Bolivia,2089,ssp245,2.582
BOL,Bolivia,2090,ssp245,2.6
BOL,Bolivia,2091,ssp245,2.6
BOL,Bolivia,2092,ssp245,2.6
BOL,Bolivia,2093,ssp245,2.6
BOL,Bolivia,2094,ssp245,2.6
BOL,Bolivia,2095,ssp245,2.6
BOL,Bolivia,2096,ssp245,2.6
BOL,Bolivia,2097,ssp245,2.6
BOL,Bolivia,2098,ssp245,2.6
BOL,Bolivia,2099,ssp245,2.6
BOL,Bolivia,2100,ssp245,2.6
BOL,Bolivia,2024,ssp585,1.28
BOL,Bolivia,2025,ssp585,1.333
BOL,Bolivia,2026,ssp585,1.387
BOL,Bolivia,2027,ssp585,1.44
BOL,Bolivia,2028,ssp585,1.493
BOL,Bolivia,2029,ssp585,1.547
BOL,Bolivia,2030,ssp585,1.6
BOL,Bolivia,2031,ssp585,1.645
BOL,Bolivia,2032,ssp585,1.69
BOL,Bolivia,2033,ssp585,1.735
BOL,Bolivia,2034,ssp585,1.78
BOL,Bolivia,2035,ssp585,1.825
BOL,Bolivia,2036,ssp585,1.87
BOL,Bolivia,2037,ssp585,1.915
BOL,Bolivia,2038,ssp585,1.96
BOL,Bolivia,2039,ssp585,2.005
BOL,Bolivia,2040,ssp585,2.05
BOL,Bolivia,2041,ssp585,2.095
BOL,Bolivia,2042,ssp585,2.14
BOL,Bolivia,2043,ssp585,2.185
BOL,Bolivia,2044,ssp585,2.23
BOL,Bolivia,2045,ssp585,2.275
BOL,Bolivia,2046,ssp585,2.32
BOL,Bolivia,2047,ssp585,2.365
BOL,Bolivia,2048,ssp585,2.41
BOL,Bolivia,2049,ssp585,2.455
BOL,Bolivia,2050,ssp585,2.5
BOL,Bolivia,2051,ssp585,2.545
BOL,Bolivia,2052,ssp585,2.59
BOL,Bolivia,2053,ssp585,2.635
BOL,Bolivia,2054,ssp585,2.68
BOL,Bolivia,2055,ssp585,2.725
BOL,Bolivia,2056,ssp585,2.77
BOL,Bolivia,2057,ssp585,2.815
BOL,Bolivia,2058,ssp585,2.86
BOL,Bolivia,2059,ssp585,2.905
BOL,Bolivia,2060,ssp585,2.95
BOL,Bolivia,2061,ssp585,2.995
BOL,Bolivia,2062,ssp585,3.04
BOL,Bolivia,2063,ssp585,3.085
BOL,Bolivia,2064,ssp585,3.13
BOL,Bolivia,2065,ssp585,3.175
BOL,Bolivia,2066,ssp585,3.22
BOL,Bolivia,2067,ssp585,3.265
BOL,Bolivia,2068,ssp585,3.31
BOL,Bolivia,2069,ssp585,3.355
BOL,Bolivia,2070,ssp585,3.4
BOL,Bolivia,2071,ssp585,3.445
BOL,Bolivia,2072,ssp585,3.49
BOL,Bolivia,2073,ssp585,3.535
BOL,Bolivia,2074,ssp585,3.58
BOL,Bolivia,2075,ssp585,3.625
BOL,Bolivia,2076,ssp585,3.67
BOL,Bolivia,2077,ssp585,3.715
BOL,Bolivia,2078,ssp585,3.76
BOL,Bolivia,2079,ssp585,3.805
BOL,Bolivia,2080,ssp585,3.85
BOL,Bolivia,2081,ssp585,3.895
BOL,Bolivia,2082,ssp585,3.94
BOL,Bolivia,2083,ssp585,3.985
BOL,Bolivia,2084,ssp585,4.03
BOL,Bolivia,2085,ssp585,4.075
BOL,Bolivia,2086,ssp585,4.12
BOL,Bolivia,2087,ssp585,4.165
BOL,Bolivia,2088,ssp585,4.21
BOL,Bolivia,2089,ssp585,4.255
BOL,Bolivia,2090,ssp585,4.3
BOL,Bolivia,2091,ssp585,4.3
BOL,Bolivia,2092,ssp585,4.3
BOL,Bolivia,2093,ssp585,4.3
BOL,Bolivia,2094,ssp585,4.3
BOL,Bolivia,2095,ssp585,4.3
BOL,Bolivia,2096,ssp585,4.3
BOL,Bolivia,2097,ssp585,4.3
BOL,Bolivia,2098,ssp585,4.3
BOL,Bolivia,2099,ssp585,4.3
BOL,Bolivia,2100,ssp585,4.3
PRY,Paraguay,2024,ssp126,1.12
PRY,Paraguay,2025,ssp126,1.167
PRY,Paraguay,2026,ssp126,1.213
PRY,Paraguay,2027,ssp126,1.26
PRY,Paraguay,2028,ssp126,1.307
PRY,Paraguay,2029,ssp126,1.353
PRY,Paraguay,2030,ssp126,1.4
PRY,Paraguay,2031,ssp126,1.403
PRY,Paraguay,2032,ssp126,1.407
PRY,Paraguay,2033,ssp126,1.41
PRY,Paraguay,2034,ssp126,1.413
PRY,Paraguay,2035,ssp126,1.417
PRY,Paraguay,2036,ssp126,1.42
PRY,Paraguay,2037,ssp126,1.423
PRY,Paraguay,2038,ssp126,1.427
PRY,Paraguay,2039,ssp126,1.43
PRY,Paraguay,2040,ssp126,1.433
PRY,Paraguay,2041,ssp126,1.437
PRY,Paraguay,2042,ssp126,1.44
PRY,Paraguay,2043,ssp126,1.443
PRY,Paraguay,2044,ssp126,1.447
PRY,Paraguay,2045,ssp126,1.45
PRY,Paraguay,2046,ssp126,1.453
PRY,Paraguay,2047,ssp126,1.457
PRY,Paraguay,2048,ssp126,1.46
PRY,Paraguay,2049,ssp126,1.463
PRY,Paraguay,2050,ssp126,1.467
PRY,Paraguay,2051,ssp126,1.47
PRY,Paraguay,2052,ssp126,1.473
PRY,Paraguay,2053,ssp126,1.477
PRY,Paraguay,2054,ssp126,1.48
PRY,Paraguay,2055,ssp126,1.483
PRY,Paraguay,2056,ssp126,1.487
PRY,Paraguay,2057,ssp126,1.49
PRY,Paraguay,2058,ssp126,1.493
PRY,Paraguay,2059,ssp126,1.497
PRY,Paraguay,2060,ssp126,1.5
PRY,Paraguay,2061,ssp126,1.503
PRY,Paraguay,2062,ssp126,1.507
PRY,Paraguay,2063,ssp126,1.51
PRY,Paraguay,2064,ssp126,1.513
PRY,Paraguay,2065,ssp126,1.517
PRY,Paraguay,2066,ssp126,1.52
PRY,Paraguay,2067,ssp126,1.523
PRY,Paraguay,2068,ssp126,1.527
PRY,Paraguay,2069,ssp126,1.53
PRY,Paraguay,2070,ssp126,1.533
PRY,Paraguay,2071,ssp126,1.537
PRY,Paraguay,2072,ssp126,1.54
PRY,Paraguay,2073,ssp126,1.543
PRY,Paraguay,2074,ssp126,1.547
PRY,Paraguay,2075,ssp126,1.55
PRY,Paraguay,2076,ssp126,1.553
PRY,Paraguay,2077,ssp126,1.557
PRY,Paraguay,2078,ssp126,1.56
PRY,Paraguay,2079,ssp126,1.563
PRY,Paraguay,2080,ssp126,1.567
PRY,Paraguay,2081,ssp126,1.57
PRY,Paraguay,2082,ssp126,1.573
PRY,Paraguay,2083,ssp126,1.577
PRY,Paraguay,2084,ssp126,1.58
PRY,Paraguay,2085,ssp126,1.583
PRY,Paraguay,2086,ssp126,1.587
PRY,Paraguay,2087,ssp126,1.59
PRY,Paraguay,2088,ssp126,1.593
PRY,Paraguay,2089,ssp126,1.597
PRY,Paraguay,2090,ssp126,1.6
PRY,Paraguay,2091,ssp126,1.6
PRY,Paraguay,2092,ssp126,1.6
PRY,Paraguay,2093,ssp126,1.6
PRY,Paraguay,2094,ssp126,1.6
PRY,Paraguay,2095,ssp126,1.6
PRY,Paraguay,2096,ssp126,1.6
PRY,Paraguay,2097,ssp126,1.6
PRY,Paraguay,2098,ssp126,1.6
PRY,Paraguay,2099,ssp126,1.6
PRY,Paraguay,2100,ssp126,1.6
PRY,Paraguay,2024,ssp245,1.2
PRY,Paraguay,2025,ssp245,1.25
PRY,Paraguay,2026,ssp245,1.3
PRY,Paraguay,2027,ssp245,1.35
PRY,Paraguay,2028,ssp245,1.4
PRY,Paraguay,2029,ssp245,1.45
PRY,Paraguay,2030,ssp245,1.5
PRY,Paraguay,2031,ssp245,1.518
PRY,Paraguay,2032,ssp245,1.537
PRY,Paraguay,2033,ssp245,1.555
PRY,Paraguay,2034,ssp245,1.573
PRY,Paraguay,2035,ssp245,1.592
PRY,Paraguay,2036,ssp245,1.61
PRY,Paraguay,2037,ssp245,1.628
PRY,Paraguay,2038,ssp245,1.647
PRY,Paraguay,2039,ssp245,1.665
PRY,Paraguay,2040,ssp245,1.683
PRY,Paraguay,2041,ssp245,1.702
